id,main,barracks,stable,garage,watchtower,snob,smith,rally,statue,market,wood,stone,iron,farm,storage,hide,wall
24010,9,5,0,0,0,0,9,0,0,6,11,17,9,11,14,4,1
24127,8,12,0,0,0,0,6,0,0,11,8,13,5,14,14,6,3
24143,6,6,0,0,0,0,3,0,1,10,10,13,8,17,12,8,1
24236,11,5,2,0,0,0,6,0,1,5,14,12,11,12,23,5,3
24289,10,7,0,0,0,0,3,0,1,5,14,13,10,10,10,10,7
24303,5,4,0,0,0,0,2,0,1,9,10,10,10,7,6,10,10
24376,8,10,0,0,0,0,6,0,1,10,11,13,7,10,10,4,1
24386,17,4,0,0,0,0,3,0,0,11,13,8,11,15,8,1,0
24489,8,11,0,0,0,0,9,0,0,8,10,12,13,10,18,6,6
24495,20,20,10,0,0,0,15,0,0,10,23,25,18,23,22,3,15
24506,13,1,2,0,0,0,5,0,1,5,10,9,12,12,10,10,1
24511,11,5,0,0,0,0,3,0,0,3,4,4,1,8,16,2,0
24556,14,10,1,0,0,0,8,0,1,9,16,13,12,10,11,4,4
24559,12,8,2,0,0,0,8,0,1,7,6,16,10,11,14,5,1
24606,9,4,0,0,0,0,8,0,0,7,8,11,8,9,6,2,6
24676,12,5,0,0,0,0,5,0,1,10,12,14,5,10,7,4,1
24767,5,10,0,0,0,0,0,0,0,6,6,7,4,10,6,6,3
24813,12,7,0,0,0,0,4,0,1,6,18,11,12,12,14,7,3
24836,16,11,0,0,0,0,2,0,0,6,9,9,6,12,15,7,0
24923,12,9,0,0,0,0,3,0,0,4,14,13,15,12,11,5,1
25023,9,8,0,0,0,0,3,0,0,11,6,8,14,10,8,2,6
25149,8,4,0,0,0,0,5,0,0,6,16,7,8,14,12,5,4
25273,11,12,0,0,0,0,6,0,0,7,8,7,9,4,5,4,3
25322,9,6,0,0,0,0,1,0,0,2,5,11,16,6,10,4,3
25383,13,10,0,0,0,0,6,0,1,9,6,16,10,10,15,8,1
25562,13,6,0,0,0,0,8,0,0,6,10,11,13,9,8,6,0
25571,11,10,2,0,0,0,5,0,0,4,15,18,15,12,11,4,7
25590,9,7,0,0,0,0,2,0,0,5,7,3,10,3,9,3,1
25623,10,11,1,0,0,0,6,0,1,5,13,18,8,14,10,1,1
25709,5,3,0,0,0,0,1,0,0,2,10,8,7,6,8,3,2
25748,10,6,0,0,0,0,1,0,0,5,18,8,9,6,15,2,1
25774,9,11,0,0,0,0,1,0,0,9,9,14,11,12,11,4,3
25796,8,3,0,0,0,0,2,0,1,5,6,12,5,7,8,7,3
25834,11,12,0,0,0,0,7,0,0,9,6,5,9,15,12,2,1
25836,11,7,0,0,0,0,4,0,0,4,12,9,13,13,8,7,1
25843,8,2,0,0,0,0,3,0,1,6,11,12,15,14,15,2,1
25880,9,7,0,0,0,0,4,0,0,4,5,12,17,13,11,3,1
25954,13,7,2,0,0,0,6,0,1,4,12,9,7,11,11,5,0
26165,12,6,2,0,0,0,7,0,0,12,11,10,16,6,10,7,0
26252,10,4,0,0,0,0,2,0,0,2,12,7,20,15,12,6,0
26258,11,5,0,0,0,0,3,0,0,4,8,10,8,12,6,4,0
26259,7,11,0,0,0,0,3,0,1,6,20,9,11,11,10,6,2
26366,11,3,0,0,0,0,2,0,0,4,7,6,9,4,9,3,10
26400,10,4,0,0,0,0,5,0,0,7,8,15,13,10,9,4,3
26492,10,8,0,0,0,0,2,0,0,4,9,6,9,7,8,2,3
26511,15,13,1,0,0,0,8,0,1,4,7,11,3,16,9,8,2
26707,9,5,0,0,0,0,2,0,0,2,12,7,10,17,10,3,3
26768,8,5,0,0,0,0,2,0,0,5,11,4,9,8,9,3,2
26828,4,2,0,0,0,0,0,0,0,5,8,9,8,8,6,3,0
26908,7,8,0,0,0,0,3,0,1,3,12,13,13,8,9,7,3
26940,14,6,1,0,0,0,5,0,0,5,8,13,10,7,9,4,0
26969,10,7,0,0,0,0,9,0,1,7,11,9,15,14,14,3,2
26990,12,6,0,0,0,0,4,0,1,6,8,11,8,14,14,4,1
27078,6,2,0,0,0,0,0,0,0,1,5,6,4,5,6,3,2
27095,11,5,0,0,0,0,4,0,1,11,12,15,15,14,9,3,2
27271,6,6,0,0,0,0,5,0,1,7,6,14,13,11,11,2,0
27387,4,2,0,0,0,0,0,0,0,3,8,6,9,14,12,5,1
27464,9,8,0,0,0,0,1,0,0,4,9,9,3,3,3,2,1
27569,10,6,0,0,0,0,2,0,0,10,6,14,6,13,9,3,1
27602,16,5,0,0,0,0,4,0,0,12,7,18,10,11,15,4,1
27651,7,4,0,0,0,0,3,0,1,2,6,9,9,5,10,2,2
27689,10,14,1,0,0,0,8,0,1,8,15,14,19,13,18,3,4
27810,13,2,0,0,0,0,4,0,1,7,12,13,9,6,10,6,0
27854,8,6,0,0,0,0,6,0,0,12,11,15,10,13,9,2,1
28017,8,2,0,0,0,0,0,0,0,1,10,3,9,5,12,1,2
28036,2,0,0,0,0,0,0,0,0,0,3,4,2,4,5,1,0
28156,11,3,0,0,0,0,4,0,0,9,19,6,7,6,12,10,0
28161,5,0,0,0,0,0,0,0,0,2,11,10,4,4,7,5,0
28220,9,4,0,0,0,0,0,0,0,5,6,8,10,14,12,3,1
28310,10,5,0,0,0,0,1,0,0,11,9,10,7,13,10,6,2
28311,13,8,2,0,0,0,6,0,0,7,13,7,17,9,11,3,0
28413,9,6,0,0,0,0,3,0,0,3,10,8,4,6,6,4,1
28605,17,5,1,0,0,0,5,0,0,7,4,12,9,14,13,2,2
28616,16,5,0,0,0,0,4,0,0,6,11,7,8,10,10,3,0
28739,14,7,0,0,0,0,1,0,1,4,12,8,6,11,15,2,4
28799,12,2,0,0,0,0,2,0,0,7,16,14,12,8,12,1,0
28864,3,1,0,0,0,0,0,0,0,1,4,7,1,10,6,5,0
28908,10,5,0,0,0,0,2,0,1,0,11,8,8,4,9,5,0
28938,10,7,0,0,0,0,3,0,0,6,8,9,7,9,8,2,0
28940,10,6,0,0,0,0,5,0,0,14,8,7,4,8,14,3,1
29021,12,7,0,0,0,0,4,0,0,6,6,11,9,4,9,3,1
29088,6,3,0,0,0,0,1,0,1,3,5,6,2,2,4,1,0
29097,9,5,0,0,0,0,1,0,1,9,4,4,7,12,13,3,4
29103,9,10,0,0,0,0,5,0,0,3,9,7,10,13,7,4,0
29190,5,8,0,0,0,0,2,0,0,6,11,9,9,12,15,3,0
29456,8,8,0,0,0,0,3,0,0,6,7,9,8,12,9,4,1
29529,4,0,0,0,0,0,0,0,0,2,7,3,3,5,9,3,0
29859,7,3,0,0,0,0,1,0,0,4,3,2,2,3,2,4,1
29896,9,7,0,0,0,0,3,0,0,3,9,9,9,13,8,7,3
29914,9,3,0,0,0,0,2,0,1,8,11,4,11,13,9,1,3
30011,12,7,1,0,0,0,8,0,0,8,11,6,8,8,8,3,0
30186,6,2,0,0,0,0,2,0,0,5,2,5,5,6,7,2,0
30356,13,12,0,0,0,0,3,0,0,11,5,7,5,8,7,5,0
30387,2,0,0,0,0,0,0,0,0,0,5,5,7,8,4,1,0
30430,8,3,0,0,0,0,1,0,0,7,6,10,10,11,13,2,1
30468,4,1,0,0,0,0,0,0,0,0,3,8,4,3,4,1,0
30529,8,3,0,0,0,0,0,0,0,2,9,11,13,9,13,6,1
30766,8,2,0,0,0,0,0,0,0,1,8,7,13,11,14,6,2
30990,10,8,0,0,0,0,1,0,0,8,6,4,8,11,17,3,1
31086,10,6,0,0,0,0,0,0,0,4,9,12,10,11,9,4,0
31259,8,6,0,0,0,0,1,0,0,4,4,7,13,9,10,4,0
31297,9,5,0,0,0,0,4,0,0,4,8,7,11,8,14,6,1
31332,10,6,0,0,0,0,1,0,0,5,9,6,5,13,8,4,3
31378,10,7,0,0,0,0,4,0,0,10,11,12,8,5,6,3,1
32137,6,5,0,0,0,0,2,0,0,5,5,6,9,11,9,3,2
32474,9,6,0,0,0,0,4,0,1,4,10,6,3,3,9,3,0
